2024-07-20 10:37:47.756,36.90,23.40
2024-07-20 10:37:49.765,36.80,23.30
2024-07-20 10:37:51.771,36.60,23.20
2024-07-20 10:37:53.778,36.40,23.00
2024-07-20 10:37:55.784,36.60,23.00
2024-07-20 10:37:57.792,37.00,22.90
2024-07-20 10:37:59.798,37.40,22.80
2024-07-20 10:38:01.805,37.80,22.70
2024-07-20 10:38:03.812,37.90,22.60
2024-07-20 10:38:05.819,37.90,22.50
2024-07-20 10:38:07.825,38.00,22.50
2024-07-20 10:38:09.832,38.00,22.40
2024-07-20 10:38:11.839,37.90,22.30
2024-07-20 10:38:13.846,38.00,22.20
2024-07-20 10:38:15.854,37.80,22.20
2024-07-20 10:38:17.860,37.80,22.10
2024-07-20 10:38:19.866,37.70,22.00
2024-07-20 10:38:21.875,37.50,21.90
2024-07-20 10:38:23.882,37.70,21.90
2024-07-20 10:38:25.887,37.40,21.80
2024-07-20 10:38:27.895,37.80,21.70
2024-07-20 10:38:29.901,37.90,21.70
2024-07-20 10:38:31.908,37.80,21.60
2024-07-20 10:38:33.916,38.10,21.50
2024-07-20 10:38:35.922,38.20,21.40
2024-07-20 10:38:37.929,38.10,21.40
2024-07-20 10:38:39.936,38.60,21.30
2024-07-20 10:38:41.942,39.30,21.20
2024-07-20 10:38:43.950,39.50,21.20
2024-07-20 10:38:45.957,39.70,21.10
2024-07-20 10:38:47.963,39.70,21.10
2024-07-20 10:38:49.969,39.90,21.00
2024-07-20 10:38:51.976,39.90,21.00
2024-07-20 10:38:53.983,40.10,20.90
2024-07-20 10:38:55.989,40.40,20.90
2024-07-20 10:38:57.996,40.50,20.80
2024-07-20 10:39:00.003,40.60,20.80
2024-07-20 10:39:02.010,40.30,20.80
2024-07-20 10:39:04.016,40.30,20.70
2024-07-20 10:39:06.023,40.10,20.70
2024-07-20 10:39:08.030,39.90,20.60
2024-07-20 10:39:10.037,39.60,20.60
2024-07-20 10:39:12.045,39.70,20.50
2024-07-20 10:39:14.052,39.70,20.50
2024-07-20 10:39:16.058,39.90,20.50
2024-07-20 10:39:18.064,40.00,20.40
2024-07-20 10:39:20.071,39.80,20.40
2024-07-20 10:39:22.077,39.80,20.40
2024-07-20 10:39:24.084,40.00,20.30
2024-07-20 10:39:26.091,40.40,20.30
2024-07-20 10:39:28.098,40.50,20.20
2024-07-20 10:39:30.105,40.70,20.20
2024-07-20 10:39:32.113,40.70,20.20
2024-07-20 10:39:34.117,40.80,20.20
2024-07-20 10:39:36.124,41.00,20.10
2024-07-20 10:39:38.132,41.40,20.10
2024-07-20 10:39:40.138,41.90,20.00
2024-07-20 10:39:42.145,42.30,20.00
2024-07-20 10:39:44.152,42.60,20.00
2024-07-20 10:39:46.158,42.80,20.00
2024-07-20 10:39:48.165,42.70,19.90
2024-07-20 10:39:50.172,42.60,19.90
2024-07-20 10:39:52.180,42.70,19.90
2024-07-20 10:39:54.187,43.00,19.80
2024-07-20 10:39:56.193,43.00,19.80
2024-07-20 10:39:58.199,43.30,19.80
2024-07-20 10:40:00.205,43.60,19.80
2024-07-20 10:40:02.212,43.30,19.80
2024-07-20 10:40:04.221,43.50,19.70
2024-07-20 10:40:06.227,43.50,19.70
2024-07-20 10:40:08.234,43.60,19.70
2024-07-20 10:40:10.241,43.90,19.60
2024-07-20 10:40:12.247,43.90,19.60
2024-07-20 10:40:14.254,43.90,19.60
2024-07-20 10:40:16.262,43.80,19.60
2024-07-20 10:40:18.268,43.90,19.60
2024-07-20 10:40:20.275,44.00,19.60
2024-07-20 10:40:22.283,44.30,19.50
2024-07-20 10:40:24.288,44.30,19.50
2024-07-20 10:40:26.295,44.00,19.50
2024-07-20 10:40:28.321,43.90,19.50
2024-07-20 10:40:30.308,43.80,19.40
2024-07-20 10:40:32.316,43.60,19.40
2024-07-20 10:40:34.322,43.50,19.40
2024-07-20 10:40:36.330,43.70,19.40
2024-07-20 10:40:38.336,43.80,19.40
2024-07-20 10:40:40.343,44.10,19.40
2024-07-20 10:40:42.349,44.30,19.40
2024-07-20 10:40:44.356,44.70,19.30
2024-07-20 10:40:46.363,44.50,19.30
2024-07-20 10:40:48.369,44.60,19.30
2024-07-20 10:40:50.377,44.40,19.30
2024-07-20 10:40:52.384,44.40,19.30
2024-07-20 10:40:54.390,44.30,19.30
2024-07-20 10:40:56.398,44.30,19.20
2024-07-20 10:40:58.405,44.30,19.20
2024-07-20 10:41:00.411,44.30,19.20
2024-07-20 10:41:02.417,44.20,19.20
2024-07-20 10:41:04.424,44.10,19.20
2024-07-20 10:41:06.431,44.10,19.20
2024-07-20 10:41:08.438,44.50,19.20
2024-07-20 10:41:10.445,44.80,19.10
2024-07-20 10:41:12.452,44.70,19.10
2024-07-20 10:41:14.460,44.40,19.10
2024-07-20 10:41:16.468,44.30,19.10
2024-07-20 10:41:18.473,44.00,19.10
2024-07-20 10:41:20.479,44.00,19.10
2024-07-20 10:41:22.487,43.80,19.10
2024-07-20 10:41:24.493,43.80,19.00
2024-07-20 10:41:26.501,43.90,19.00
2024-07-20 10:41:28.508,44.00,19.00
2024-07-20 10:41:30.514,44.20,18.90
2024-07-20 10:41:32.521,44.40,19.00
2024-07-20 10:41:34.529,44.60,19.00
2024-07-20 10:41:36.536,44.60,19.00
2024-07-20 10:41:38.543,44.70,18.90
2024-07-20 10:41:40.550,44.70,18.90
2024-07-20 10:41:42.557,44.80,18.90
2024-07-20 10:41:44.564,44.80,18.90
2024-07-20 10:41:46.570,44.90,18.90
2024-07-20 10:41:48.577,45.00,18.90
2024-07-20 10:41:50.584,45.00,18.90
2024-07-20 10:41:52.590,45.00,18.90
2024-07-20 10:41:54.597,45.00,18.90
