time,value
2024-09-02T01:33:11.964025444Z,51.406108079059315
2024-09-02T01:33:13.003242667Z,52.66479873047542
2024-09-02T01:33:14.052805416Z,52.45149999683729
2024-09-02T01:33:15.018117946Z,52.53970431053943
2024-09-02T01:33:16.263508803Z,52.66280494733402
2024-09-02T01:33:17.193975027Z,51.969593092180766
2024-09-02T01:33:17.999257552Z,52.19248507271858
2024-09-02T01:33:19.012416498Z,52.4488541503608
2024-09-02T01:33:20.414170526Z,52.61461088237856
2024-09-02T01:33:21.311686584Z,52.61461088237856
2024-09-02T01:33:22.32278155Z,51.969593092180766
2024-09-02T01:33:23.319431646Z,50.46207942933856
2024-09-02T01:33:24.3390276Z,52.02746688217577
2024-09-02T01:33:25.743319454Z,52.70037201912068
2024-09-02T01:33:26.319084444Z,52.016997976886955
2024-09-02T01:33:27.365188677Z,51.98007415798305
2024-09-02T01:34:36.637140807Z,52.873320408583886
2024-09-02T01:35:36.592581285Z,52.787380034635426
2024-09-02T01:36:40.928600356Z,50.485589499993615
2024-09-02T01:37:41.277052402Z,43.8375594137882
2024-09-02T01:38:40.956849502Z,51.46211924644871
2024-09-02T01:39:40.980562501Z,51.53255367572035
2024-09-02T01:40:40.972732514Z,52.93444501772112
2024-09-02T01:45:11.446806774Z,51.53938230213211
2024-09-02T01:46:32.22077544Z,44.440232875744655
2024-09-02T02:14:58.826043935Z,62.928555477708514
2024-09-02T02:15:58.86616144Z,59.827209807674095
2024-09-02T02:16:58.897239656Z,55.51891834371362
2024-09-02T02:17:58.897487687Z,59.84648242068939
2024-09-02T02:21:00.760718073Z,66.72507370408391
2024-09-02T02:22:00.745250615Z,59.22564859256526
2024-09-02T02:23:00.761268407Z,59.53485776154767
2024-09-02T02:24:00.805922833Z,59.20885151825835
2024-09-02T02:25:00.794677953Z,51.91575969985581
2024-09-02T02:26:00.823735589Z,51.641687528127825
2024-09-02T02:27:00.813207432Z,57.80789611908932
2024-09-02T02:28:00.794567967Z,58.505326432109754
2024-09-02T02:31:02.797105392Z,58.22255575422838
2024-09-02T02:32:02.814645063Z,50.98428715045091
2024-09-02T02:33:02.788922215Z,49.65061097734359
2024-09-02T02:34:02.911952362Z,46.740003132214106
2024-09-02T02:35:02.917923145Z,49.02025535637805
2024-09-02T02:36:02.833297357Z,47.9795557452665
2024-09-02T02:37:03.639456456Z,51.03600433745127
2024-09-02T02:39:04.676660104Z,66.65281536937698
2024-09-02T02:40:04.678416087Z,65.29451529528248
2024-09-02T02:42:33.799693071Z,61.29693079852303
2024-09-02T02:43:33.79598916Z,59.93130723097391
2024-09-02T02:44:52.25585187Z,66.32488711549178
2024-09-02T02:50:14.742626859Z,67.61754201876107
