time,value
2024-09-02T01:33:11.964025444Z,9.72705078125
2024-09-02T01:33:13.003242667Z,9.72195053100586
2024-09-02T01:33:14.052805416Z,9.72195053100586
2024-09-02T01:33:15.018117946Z,9.724050521850586
2024-09-02T01:33:16.263508803Z,9.736050605773926
2024-09-02T01:33:17.193975027Z,9.736050605773926
2024-09-02T01:33:17.999257552Z,9.736050605773926
2024-09-02T01:33:19.012416498Z,9.718950271606445
2024-09-02T01:33:20.414170526Z,9.71505069732666
2024-09-02T01:33:21.311686584Z,9.71505069732666
2024-09-02T01:33:22.32278155Z,9.718950271606445
2024-09-02T01:33:23.319431646Z,9.70995044708252
2024-09-02T01:33:24.3390276Z,9.68595027923584
2024-09-02T01:33:25.743319454Z,9.712050437927246
2024-09-02T01:33:26.319084444Z,9.72705078125
2024-09-02T01:33:27.365188677Z,9.724050521850586
2024-09-02T01:34:36.637140807Z,9.736050605773926
2024-09-02T01:35:36.592581285Z,9.724050521850586
2024-09-02T01:36:40.928600356Z,9.729000091552734
2024-09-02T01:37:41.277052402Z,9.808050155639648
2024-09-02T01:38:40.956849502Z,9.730950355529785
2024-09-02T01:39:40.980562501Z,9.906000137329102
2024-09-02T01:40:40.972732514Z,9.712050437927246
2024-09-02T01:45:11.446806774Z,9.70995044708252
2024-09-02T01:46:32.22077544Z,9.829950332641602
2024-09-02T02:14:58.826043935Z,7.897050380706787
2024-09-02T02:15:58.86616144Z,7.273950576782227
2024-09-02T02:16:58.897239656Z,7.573050498962402
2024-09-02T02:17:58.897487687Z,7.329000473022461
2024-09-02T02:21:00.760718073Z,8.218050003051758
2024-09-02T02:22:00.745250615Z,8.341950416564941
2024-09-02T02:23:00.761268407Z,8.791950225830078
2024-09-02T02:24:00.805922833Z,8.575050354003906
2024-09-02T02:25:00.794677953Z,7.129950523376465
2024-09-02T02:26:00.823735589Z,7.936950206756592
2024-09-02T02:27:00.813207432Z,8.692049980163574
2024-09-02T02:28:00.794567967Z,8.068950653076172
2024-09-02T02:31:02.797105392Z,7.867950439453125
2024-09-02T02:32:02.814645063Z,7.446000576019287
2024-09-02T02:33:02.788922215Z,8.2339506149292
2024-09-02T02:34:02.911952362Z,8.51205062866211
2024-09-02T02:35:02.917923145Z,8.260950088500977
2024-09-02T02:36:02.833297357Z,8.491050720214844
2024-09-02T02:37:03.639456456Z,7.023000240325928
2024-09-02T02:39:04.676660104Z,8.613000869750977
2024-09-02T02:40:04.678416087Z,7.91295051574707
2024-09-02T02:42:33.799693071Z,9.838950157165527
2024-09-02T02:43:33.79598916Z,8.064000129699707
2024-09-02T02:44:52.25585187Z,9.822000503540039
2024-09-02T02:50:14.742626859Z,9.813000679016113
2024-09-02T02:58:03.548282295Z,9.790950775146484
