Timestamp,Accelerometer_X,Accelerometer_Y,Accelerometer_Z
2024-09-10 12:02:56,0.1570500135421753,0.10500000417232513,9.829950332641602
2024-09-10 12:02:57,0.1570500135421753,0.10500000417232513,9.829950332641602
2024-09-10 12:02:58,0.1570500135421753,0.10500000417232513,9.829950332641602
2024-09-10 12:02:59,0.1570500135421753,0.10500000417232513,9.829950332641602
2024-09-10 12:03:00,0.1570500135421753,0.10500000417232513,9.829950332641602
2024-09-10 12:03:01,0.1570500135421753,0.10500000417232513,9.829950332641602
2024-09-10 12:03:02,0.1570500135421753,0.10500000417232513,9.829950332641602
2024-09-10 12:03:03,0.1570500135421753,0.10500000417232513,9.829950332641602
2024-09-10 12:03:04,0.1570500135421753,0.10500000417232513,9.829950332641602
2024-09-10 12:03:05,0.1570500135421753,0.10500000417232513,9.829950332641602
2024-09-10 12:03:06,0.1570500135421753,0.10500000417232513,9.829950332641602
2024-09-10 12:03:07,0.1570500135421753,0.10500000417232513,9.829950332641602
2024-09-10 12:03:08,0.1570500135421753,0.10500000417232513,9.829950332641602
2024-09-10 12:03:09,0.1570500135421753,0.10500000417232513,9.829950332641602
2024-09-10 12:03:10,0.1570500135421753,0.10500000417232513,9.829950332641602
2024-09-10 12:03:12,0.1570500135421753,0.10500000417232513,9.829950332641602
2024-09-10 12:03:13,0.1570500135421753,0.10500000417232513,9.829950332641602
2024-09-10 12:03:14,0.1570500135421753,0.10500000417232513,9.829950332641602
2024-09-10 12:03:15,0.1570500135421753,0.10500000417232513,9.829950332641602
2024-09-10 12:03:16,0.1570500135421753,0.10500000417232513,9.829950332641602
2024-09-10 12:03:17,0.1570500135421753,0.10500000417232513,9.829950332641602
2024-09-10 12:03:18,0.1570500135421753,0.10500000417232513,9.829950332641602
2024-09-10 12:03:19,0.1570500135421753,0.10500000417232513,9.829950332641602
2024-09-10 12:03:20,0.1570500135421753,0.10500000417232513,9.829950332641602
2024-09-10 12:03:21,0.1570500135421753,0.10500000417232513,9.829950332641602
2024-09-10 12:03:22,0.1570500135421753,0.10500000417232513,9.829950332641602
